,Account Name,Sample_2,,,,,,,,,,,,,
,Create Date,Jan 29 2013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ignore,Tag,Make,Model,Serial Number,IP Address,MAC Address,Location,Meter Date 1,Total Meter 1,BW Meter 1,Color Meter 1,Meter Date 2,Total Meter 2,BW Meter 2,Color Meter 2
,CC49D242,Brother,MFC-8890DW,K0J547058,10.86.6.16,00-1B-A9-5E-3A-12,USA/IL/,Jan 25 2013,6566,,,Jun 29 2012,5179,,
,7CA5C0F2,Hewlett-Packard,Color LaserJet CP3525,CNCCB4F1HY,10.92.6.17,F4-CE-46-3F-70-E6,USA/IL/,Jan 25 2013,28662,3116,25546,Jun 29 2012,25425,2705,22720
,23312B0B,Kyocera,FS-C5030N,APE6606832,10.2.6.156,00-C0-EE-56-E2-E8,USA/IL/,Jan 25 2013,85895,,,Jun 29 2012,73971,,
,AA14360A,Kyocera,FS-3920DN,XVJ9603050,192.151.35.91,00-C0-EE-48-A4-AA,USA/IL/,Jan 25 2013,19029,,,Jun 29 2012,18587,,
,85899E7B,Hewlett-Packard,Color LaserJet CP3505,CNBC84W171,192.151.90.249,00-1E-0B-FF-C4-F4,USA/IL/,Jan 25 2013,65636,12445,53191,Jun 29 2012,64296,12040,52256
,074C340F,Hewlett-Packard,Color LaserJet 3700,CNFBB14858,10.2.6.123,00-0E-7F-37-C1-9F,USA/IL/,Jan 25 2013,115228,68335,115228,Jun 29 2012,183095,68309,114786
,08FEB974,Kyocera,FS-3900DN,XPJ6605607,10.2.6.146,00-C0-EE-68-CD-96,USA/IL/,Jan 25 2013,207384,,,Jun 29 2012,200452,,
,A2DBCA6F,Zebra,Z4M,,192.0.0.80,00-01-E6-52-FF-4A,USA/IL/,,,,,,,,
,662DF0C3,Kyocera,FS-3900DN,XPJ6605467,10.2.6.113,00-C0-EE-68-CC-6C,USA/IL/,Jan 25 2013,203186,,,Jun 29 2012,184816,,
,BB9B5F06,Hewlett-Packard,LaserJet P1505n,CNBK513590,192.151.90.68,00-1B-78-0C-74-12,USA/IL/,Jan 25 2013,6377,,,Jun 29 2012,6305,,
,975EF5DE,Xerox,WorkCentre 7525,XKK402182,192.0.0.84,9C-93-4E-02-54-2C,USA/IL/,Jan 28 2013,90800,58132,32668,Mar 19 2012,12,0,12
,15C7E494,Kyocera,FS-3900DN,XPJ6605809,10.90.6.15,00-C0-EE-68-CC-58,USA/IL/,Jan 25 2013,371871,,,Jun 29 2012,345494,,
