,B577B8E4,Hewlett-Packard,LaserJet 4300,CNGY519104,10.12.29.170,00-11-0A-C2-8A-A8, ,Jan 29 2013,173820,,,Jul 13 2012,164938,,
,5B215C0C,Hewlett-Packard,LaserJet 4300,CNGY201365,10.12.131.48,00-01-E6-A8-4E-34, ,Jan 29 2013,418664,,,Jul 13 2012,384522,,
,5A3F4F9C,Hewlett-Packard,LaserJet P4015,CNDY807474,10.12.130.231,00-23-7D-8C-B4-D1, ,Jan 29 2013,70836,70836,,Jul 13 2012,61141,61141,
,F25D7BDB,Hewlett-Packard,LaserJet P4015,CNDY943090,10.12.131.41,9C-8E-99-8A-67-F0, ,Jan 29 2013,43072,43072,,Jul 13 2012,27456,27456,
,B520D283,Hewlett-Packard,LaserJet 4300,CNGY101881,10.12.130.188,00-01-E6-E2-1A-C2, ,Jan 29 2013,101503,,,Jul 13 2012,92009,,
,D978CC54,Hewlett-Packard,LaserJet P4015,JPDF270549,10.12.133.171,68-B5-99-AC-F8-4F, ,Jan 29 2013,62714,62714,,Jul 13 2012,46024,46024,
,515AD244,Hewlett-Packard,LaserJet 4350,CNRXY00750,10.12.133.190,00-1B-78-15-07-B5, ,Jan 29 2013,84698,84698,,Jul 13 2012,75613,75613,
,086117A8,Hewlett-Packard,LaserJet P4015,CNDYC10666,10.12.133.216,98-4B-E1-40-B2-BC, ,Jan 29 2013,31020,31020,,Jul 13 2012,21450,21450,
,C9D49A76,Hewlett-Packard,Color LaserJet 2550 Series,XXXXXXXXXX,10.10.21.201,00-0E-7F-DD-B7-C8, ,Nov 13 2012,45681,8840,36841,Jul 13 2012,43032,8542,34490
,5C484E33,Hewlett-Packard,LaserJet 4200,XXXXXXXXXX,10.12.33.40,00-10-83-41-69-14, ,Jan 29 2013,81287,81287,,Jul 13 2012,69610,69610,
,53A75FD1,Hewlett-Packard,LaserJet P4015,CNDY275145,10.12.134.58,00-23-7D-85-D4-60, ,Jan 26 2013,50974,50974,,Jul 13 2012,46933,46933,
,AAB06D18,Hewlett-Packard,LaserJet 9050,JPFL72N0CF,10.10.21.202,00-17-A4-98-9C-44, ,Nov 13 2012,217131,217131,,Jul 13 2012,213829,213829,
,3952F722,Hewlett-Packard,Officejet 6500 E709a,,10.12.32.65,F4-CE-46-C5-E8-30, ,Jan 29 2013,9704,,,Jul 13 2012,7469,,
,41B0F4AF,Hewlett-Packard,LaserJet 4000 Series,USSC033288,10.10.21.228,00-60-B0-F9-70-9D, ,Oct 31 2012,125000,,,Jul 13 2012,124284,,
,C1E85822,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.18,00-07-4D-29-BA-18, ,,,,,,,,
,5E6AE3F9,Hewlett-Packard,LaserJet 4350,CNRXR13960,10.12.3.170,00-18-FE-A7-0E-AE, ,Jan 29 2013,32459,32459,,Jul 26 2012,24689,24689,
,DFEF4515,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.18.41,00-07-4D-28-AA-DF, ,,,,,,,,
,55FEE575,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.129.21,00-07-4D-2A-A0-EE, ,,,,,,,,
,47BC1075,Hewlett-Packard,LaserJet P4015,CNDY947806,10.10.11.202,3C-D9-2B-A0-15-1C, ,Jan 29 2013,79230,79230,,Jul 13 2012,34172,34172,
,C70521FA,Hewlett-Packard,Officejet Pro 8600,,10.12.22.63,EC-9A-74-92-24-04, ,,,,,,,,
,EFB095B3,Hewlett-Packard,LaserJet P4015,CNDYB07310,10.12.47.170,78-E7-D1-AB-02-A8, ,Oct 26 2012,32472,32472,,Oct 16 2012,31937,31937,
,A3555395,Hewlett-Packard,LaserJet P4015,CNDY389449,10.12.135.46,18-A9-05-FD-19-4B, ,Jan 29 2013,27320,27320,,Oct 18 2012,24226,24226,
,33C10358,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.64.200,00-07-4D-28-C2-2E, ,,,,,,,,
,0BC9CE43,Hewlett-Packard,LaserJet 1300N,CNCB121166,10.101.67.203,00-30-6E-CB-9F-8B, ,Jan 26 2013,48214,,,Nov 27 2012,47493,,
,FA23F03C,Hewlett-Packard,LaserJet 4350,CNGXD68115,10.101.66.206,00-14-38-CB-BF-34, ,Jan 29 2013,152909,152909,,Nov 27 2012,150325,150325,
,E9D2E10A,Hewlett-Packard,LaserJet 600 M602,CNBCCB4144,10.12.47.20,2C-41-38-80-BE-26, ,Jan 29 2013,5678,5678,,Oct 30 2012,54,54,
,E119FAC4,Hewlett-Packard,ZTC S4M-200dpi ZPL,,10.10.46.61,00-07-4D-42-18-14, ,,,,,,,,
,D78531E1,Hewlett-Packard,LaserJet 4300,CNGY204761,10.12.135.177,00-0E-7F-35-9A-69, ,Jan 29 2013,81755,,,Nov 8 2012,79085,,
,7.80E+14,Hewlett-Packard,LaserJet 600 M602,CNBCD940Y1,10.12.30.40,10-60-4B-13-C2-1E, ,Jan 29 2013,7180,7180,,Oct 3 2012,104,104,
,C09EDCA3,Hewlett-Packard,LaserJet 600 M602,CNBCD9413M,10.12.25.40,10-60-4B-14-83-38, ,Jan 29 2013,6554,6554,,Oct 3 2012,286,286,
,BE9B17D1,Hewlett-Packard,LaserJet P4015,JPDF270513,10.12.133.178,68-B5-99-AC-88-18, ,Jan 29 2013,5600,5600,,Oct 3 2012,914,914,
,6E0D2FD2,Hewlett-Packard,LaserJet P4015,JPDF268293,10.12.133.187,78-E7-D1-A0-9F-B4, ,Jan 29 2013,5417,5417,,Oct 3 2012,3,3,
,94517BF8,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2T1,10.12.140.183,B4-B5-2F-F3-19-14, ,Jan 26 2013,3992,3992,,Oct 3 2012,8,8,
,3C5A733A,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2TB,10.12.140.181,B4-B5-2F-F3-19-16, ,Jan 26 2013,1218,1218,,Oct 3 2012,1,1,
,305D33DC,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2T5,10.12.140.180,B4-B5-2F-F2-C7-6A, ,Jan 26 2013,6753,6753,,Oct 3 2012,2,2,
,E68EC364,Hewlett-Packard,LaserJet 600 M602,CNBCD7N336,10.12.140.177,B4-B5-2F-F2-08-C6, ,Jan 29 2013,5065,5065,,Oct 3 2012,1,1,
,C481B559,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2PP,10.12.140.176,B4-B5-2F-F3-88-54, ,Jan 26 2013,1134,1134,,Oct 3 2012,2,2,
,5B8741D3,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2TV,10.12.140.179,B4-B5-2F-F3-88-4B, ,Jan 26 2013,7757,7757,,Oct 3 2012,1,1,
,82CF9ABA,Hewlett-Packard,LaserJet 600 M602,CNBCD7N341,10.12.140.178,B4-B5-2F-F2-E6-ED, ,Jan 26 2013,2795,2795,,Oct 3 2012,1,1,
,38CF69BF,Hewlett-Packard,LaserJet 600 M602,CNBCD7M2TS,10.12.140.182,B4-B5-2F-F3-88-49, ,Jan 26 2013,2194,2194,,Oct 3 2012,1,1,
,A5050991,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.68.202,00-07-4D-28-C2-3A, ,,,,,,,,
,6070200F,Hewlett-Packard,LaserJet 600 M602,CNBCD94136,10.12.139.95,10-60-4B-14-83-3B, ,Jan 26 2013,2737,2737,,Oct 6 2012,31,31,
,9DA73358,Hewlett-Packard,ZTC 105SL-300dpi,,10.101.66.202,00-07-4D-29-3B-2D, ,,,,,,,,
,A71115FF,Chippcom,IP Controller,,10.101.3.91,00-50-AA-22-F4-21, ,Jan 29 2013,101326,,,Nov 6 2012,99515,,
,15DC582A,--,--,,10.10.18.215,00-0E-8C-BC-A8-AE, ,,,,,,,,
,3320A447,--,--,,10.10.18.213,00-0E-8C-B0-B5-17, ,,,,,,,,
